"site_id","stand","trt","year","subplot","pass","count","detect","obs"
"10024 _ 1 _ 2024",10024,"BS",2024,"7","2",0,0,"RMM"
"10024 _ 1 _ 2024",10024,"BS",2024,"7","3",0,0,"SLG"
"10078 _ 1 _ 2023",10078,"HB",2023,"1","1",0,0,"JW"
"10078 _ 1 _ 2023",10078,"HB",2023,"1","2",0,0,"JB"
"10078 _ 1 _ 2023",10078,"HB",2023,"1","3",0,0,"BZ"
"10078 _ 1 _ 2023",10078,"HB",2023,"2","1",0,0,"JB"
"10078 _ 1 _ 2023",10078,"HB",2023,"2","2",0,0,"JW"
"10078 _ 1 _ 2023",10078,"HB",2023,"2","3",0,0,"BZ"
"10078 _ 1 _ 2023",10078,"HB",2023,"3","1",0,0,"BZ"
"10078 _ 1 _ 2023",10078,"HB",2023,"3","2",0,0,"JW"
"10078 _ 1 _ 2023",10078,"HB",2023,"3","3",0,0,"JB"
"10078 _ 1 _ 2023",10078,"HB",2023,"4","1",0,0,"JB"
"10078 _ 1 _ 2023",10078,"HB",2023,"4","2",0,0,"JW"
"10078 _ 1 _ 2023",10078,"HB",2023,"4","3",0,0,"BZ"
"10078 _ 1 _ 2023",10078,"HB",2023,"5","1",0,0,"JW"
"10078 _ 1 _ 2023",10078,"HB",2023,"5","2",0,0,"JB"
"10078 _ 1 _ 2023",10078,"HB",2023,"5","3",0,0,"BZ"
"10078 _ 1 _ 2023",10078,"HB",2023,"6","1",0,0,"JW"
"10078 _ 1 _ 2023",10078,"HB",2023,"6","2",0,0,"JB"
"10078 _ 1 _ 2023",10078,"HB",2023,"6","3",0,0,"BZ"
"10078 _ 1 _ 2023",10078,"HB",2023,"7","1",0,0,"BZ"
"10078 _ 1 _ 2023",10078,"HB",2023,"7","2",0,0,"JW"
"10078 _ 1 _ 2023",10078,"HB",2023,"7","3",0,0,"JB"
"10078 _ 1 _ 2024",10078,"HB",2024,"1","1",0,0,"JW"
"10078 _ 1 _ 2024",10078,"HB",2024,"1","2",0,0,"RMM"
"10078 _ 1 _ 2024",10078,"HB",2024,"1","3",0,0,"SLG"
"10078 _ 1 _ 2024",10078,"HB",2024,"2","1",0,0,"JW"
"10078 _ 1 _ 2024",10078,"HB",2024,"2","2",0,0,"RMM"
"10078 _ 1 _ 2024",10078,"HB",2024,"2","3",0,0,"SLG"
"10078 _ 1 _ 2024",10078,"HB",2024,"3","1",0,0,"JW"
"10078 _ 1 _ 2024",10078,"HB",2024,"3","2",0,0,"RMM"
"10078 _ 1 _ 2024",10078,"HB",2024,"3","3",0,0,"SLG"
"10078 _ 1 _ 2024",10078,"HB",2024,"4","1",0,0,"JW"
"10078 _ 1 _ 2024",10078,"HB",2024,"4","2",0,0,"RMM"
"10078 _ 1 _ 2024",10078,"HB",2024,"4","3",0,0,"SLG"
"10078 _ 1 _ 2024",10078,"HB",2024,"5","1",0,0,"JW"
"10078 _ 1 _ 2024",10078,"HB",2024,"5","2",0,0,"RMM"
"10078 _ 1 _ 2024",10078,"HB",2024,"5","3",0,0,"SLG"
"10078 _ 1 _ 2024",10078,"HB",2024,"6","1",0,0,"JW"
"10078 _ 1 _ 2024",10078,"HB",2024,"6","2",0,0,"RMM"
"10078 _ 1 _ 2024",10078,"HB",2024,"6","3",0,0,"SLG"
"10078 _ 1 _ 2024",10078,"HB",2024,"7","1",0,0,"JW"
"10078 _ 1 _ 2024",10078,"HB",2024,"7","2",0,0,"RMM"
"10078 _ 1 _ 2024",10078,"HB",2024,"7","3",0,0,"SLG"
"10153 _ 1 _ 2023",10153,"BS",2023,"1","1",0,0,"JB"
"10153 _ 1 _ 2023",10153,"BS",2023,"1","2",0,0,"JW"
"10153 _ 1 _ 2023",10153,"BS",2023,"1","3",0,0,"BZ"
"10153 _ 1 _ 2023",10153,"BS",2023,"2","1",0,0,"JB"
"10153 _ 1 _ 2023",10153,"BS",2023,"2","2",0,0,"JW"
"10153 _ 1 _ 2023",10153,"BS",2023,"2","3",0,0,"BZ"
"10153 _ 1 _ 2023",10153,"BS",2023,"3","1",0,0,"BZ"
"10153 _ 1 _ 2023",10153,"BS",2023,"3","2",0,0,"JB"
"10153 _ 1 _ 2023",10153,"BS",2023,"3","3",0,0,"JW"
"10153 _ 1 _ 2023",10153,"BS",2023,"4","1",1,1,"BZ"
"10153 _ 1 _ 2023",10153,"BS",2023,"4","2",0,0,"JB"
"10153 _ 1 _ 2023",10153,"BS",2023,"4","3",0,0,"JW"
"10153 _ 1 _ 2023",10153,"BS",2023,"5","1",0,0,"BZ"
"10153 _ 1 _ 2023",10153,"BS",2023,"5","2",0,0,"JB"
"10153 _ 1 _ 2023",10153,"BS",2023,"5","3",0,0,"JW"
"10153 _ 1 _ 2023",10153,"BS",2023,"6","1",0,0,"JW"
"10153 _ 1 _ 2023",10153,"BS",2023,"6","2",0,0,"BZ"
"10153 _ 1 _ 2023",10153,"BS",2023,"6","3",0,0,"JB"
"10153 _ 1 _ 2023",10153,"BS",2023,"7","1",0,0,"JW"
"10153 _ 1 _ 2023",10153,"BS",2023,"7","2",0,0,"BZ"
"10153 _ 1 _ 2023",10153,"BS",2023,"7","3",0,0,"JB"
"10153 _ 1 _ 2024",10153,"BS",2024,"1","1",0,0,"JW"
"10153 _ 1 _ 2024",10153,"BS",2024,"1","2",0,0,"SLG"
"10153 _ 1 _ 2024",10153,"BS",2024,"1","3",0,0,"RMM"
"10153 _ 1 _ 2024",10153,"BS",2024,"2","1",0,0,"JW"
"10153 _ 1 _ 2024",10153,"BS",2024,"2","2",0,0,"RMM"
"10153 _ 1 _ 2024",10153,"BS",2024,"2","3",0,0,"SLG"
"10153 _ 1 _ 2024",10153,"BS",2024,"3","1",0,0,"JW"
"10153 _ 1 _ 2024",10153,"BS",2024,"3","2",0,0,"RMM"
"10153 _ 1 _ 2024",10153,"BS",2024,"3","3",0,0,"SLG"
"10153 _ 1 _ 2024",10153,"BS",2024,"4","1",0,0,"RMM"
"10153 _ 1 _ 2024",10153,"BS",2024,"4","2",0,0,"JW"
"10153 _ 1 _ 2024",10153,"BS",2024,"4","3",0,0,"SLG"
"10153 _ 1 _ 2024",10153,"BS",2024,"5","1",0,0,"RMM"
"10153 _ 1 _ 2024",10153,"BS",2024,"5","2",0,0,"SLG"
"10153 _ 1 _ 2024",10153,"BS",2024,"5","3",0,0,"JW"
"10153 _ 1 _ 2024",10153,"BS",2024,"6","1",0,0,"RMM"
"10153 _ 1 _ 2024",10153,"BS",2024,"6","2",0,0,"JW"
"10153 _ 1 _ 2024",10153,"BS",2024,"6","3",0,0,"SLG"
"10153 _ 1 _ 2024",10153,"BS",2024,"7","1",0,0,"JW"
"10153 _ 1 _ 2024",10153,"BS",2024,"7","2",0,0,"SLG"
"10153 _ 1 _ 2024",10153,"BS",2024,"7","3",0,0,"RMM"
"10185 _ 1 _ 2023",10185,"BS",2023,"1","1",0,0,"JB"
"10185 _ 1 _ 2023",10185,"BS",2023,"1","2",0,0,"JW"
"10185 _ 1 _ 2023",10185,"BS",2023,"1","3",0,0,"BZ"
"10185 _ 1 _ 2023",10185,"BS",2023,"2","1",0,0,"BZ"
"10185 _ 1 _ 2023",10185,"BS",2023,"2","2",0,0,"JB"
"10185 _ 1 _ 2023",10185,"BS",2023,"2","3",0,0,"JW"
"10185 _ 1 _ 2023",10185,"BS",2023,"3","1",0,0,"JB"
"10185 _ 1 _ 2023",10185,"BS",2023,"3","2",0,0,"JW"
"10185 _ 1 _ 2023",10185,"BS",2023,"3","3",0,0,"BZ"
"10185 _ 1 _ 2023",10185,"BS",2023,"4","1",1,1,"JW"
"10185 _ 1 _ 2023",10185,"BS",2023,"4","2",0,0,"BZ"
"10185 _ 1 _ 2023",10185,"BS",2023,"4","3",0,0,"JB"
"10185 _ 1 _ 2023",10185,"BS",2023,"5","1",0,0,"BZ"
"10185 _ 1 _ 2023",10185,"BS",2023,"5","2",0,0,"JW"
"10185 _ 1 _ 2023",10185,"BS",2023,"5","3",0,0,"JB"
"10185 _ 1 _ 2023",10185,"BS",2023,"6","1",0,0,"JW"
"10185 _ 1 _ 2023",10185,"BS",2023,"6","2",0,0,"BZ"
"10185 _ 1 _ 2023",10185,"BS",2023,"6","3",0,0,"JB"
"10185 _ 1 _ 2023",10185,"BS",2023,"7","1",0,0,"JW"
"10185 _ 1 _ 2023",10185,"BS",2023,"7","2",0,0,"BZ"
"10185 _ 1 _ 2023",10185,"BS",2023,"7","3",0,0,"JB"
"10185 _ 1 _ 2024",10185,"BS",2024,"1","1",0,0,"JW"
"10185 _ 1 _ 2024",10185,"BS",2024,"1","2",0,0,"RMM"
"10185 _ 1 _ 2024",10185,"BS",2024,"1","3",0,0,"SLG"
"10185 _ 1 _ 2024",10185,"BS",2024,"2","1",0,0,"JW"
"10185 _ 1 _ 2024",10185,"BS",2024,"2","2",0,0,"RMM"
"10185 _ 1 _ 2024",10185,"BS",2024,"2","3",0,0,"SLG"
"10185 _ 1 _ 2024",10185,"BS",2024,"3","1",0,0,"JW"
"10185 _ 1 _ 2024",10185,"BS",2024,"3","2",0,0,"RMM"
"10185 _ 1 _ 2024",10185,"BS",2024,"3","3",0,0,"SLG"
"10185 _ 1 _ 2024",10185,"BS",2024,"4","1",0,0,"JW"
"10185 _ 1 _ 2024",10185,"BS",2024,"4","2",0,0,"RMM"
"10185 _ 1 _ 2024",10185,"BS",2024,"4","3",0,0,"SLG"
"10185 _ 1 _ 2024",10185,"BS",2024,"5","1",0,0,"JW"
"10185 _ 1 _ 2024",10185,"BS",2024,"5","2",0,0,"RMM"
"10185 _ 1 _ 2024",10185,"BS",2024,"5","3",0,0,"SLG"
"10185 _ 1 _ 2024",10185,"BS",2024,"6","1",0,0,"JW"
"10185 _ 1 _ 2024",10185,"BS",2024,"6","2",0,0,"RMM"
"10185 _ 1 _ 2024",10185,"BS",2024,"6","3",0,0,"SLG"
"10185 _ 1 _ 2024",10185,"BS",2024,"7","1",0,0,"JW"
"10185 _ 1 _ 2024",10185,"BS",2024,"7","2",0,0,"RMM"
"10185 _ 1 _ 2024",10185,"BS",2024,"7","3",0,0,"SLG"
"10258 _ 1 _ 2023",10258,"BS",2023,"1","1",0,0,"JB"
"10258 _ 1 _ 2023",10258,"BS",2023,"1","2",0,0,"JW"
"10258 _ 1 _ 2023",10258,"BS",2023,"1","3",0,0,"BZ"
"10258 _ 1 _ 2023",10258,"BS",2023,"2","1",0,0,"BZ"
"10258 _ 1 _ 2023",10258,"BS",2023,"2","2",0,0,"JW"
"10258 _ 1 _ 2023",10258,"BS",2023,"2","3",0,0,"JB"
"10258 _ 1 _ 2023",10258,"BS",2023,"3","1",0,0,"JW"
"10258 _ 1 _ 2023",10258,"BS",2023,"3","2",0,0,"JB"
"10258 _ 1 _ 2023",10258,"BS",2023,"3","3",0,0,"BZ"
"10258 _ 1 _ 2023",10258,"BS",2023,"4","1",0,0,"JB"
"10258 _ 1 _ 2023",10258,"BS",2023,"4","2",0,0,"JW"
"10258 _ 1 _ 2023",10258,"BS",2023,"4","3",0,0,"BZ"
"10258 _ 1 _ 2023",10258,"BS",2023,"5","1",0,0,"JW"
"10258 _ 1 _ 2023",10258,"BS",2023,"5","2",0,0,"JB"
"10258 _ 1 _ 2023",10258,"BS",2023,"5","3",0,0,"BZ"
"10258 _ 1 _ 2023",10258,"BS",2023,"6","1",0,0,"BZ"
"10258 _ 1 _ 2023",10258,"BS",2023,"6","2",0,0,"JB"
"10258 _ 1 _ 2023",10258,"BS",2023,"6","3",0,0,"JW"
"10258 _ 1 _ 2023",10258,"BS",2023,"7","1",0,0,"JB"
"10258 _ 1 _ 2023",10258,"BS",2023,"7","2",0,0,"BZ"
"10258 _ 1 _ 2023",10258,"BS",2023,"7","3",0,0,"JW"
"10302 _ 1 _ 2023",10302,"UU",2023,"1","1",0,0,"JW"
"10302 _ 1 _ 2023",10302,"UU",2023,"1","2",0,0,"BZ"
"10302 _ 1 _ 2023",10302,"UU",2023,"1","3",0,0,"JB"
"10302 _ 1 _ 2023",10302,"UU",2023,"2","1",0,0,"JW"
"10302 _ 1 _ 2023",10302,"UU",2023,"2","2",0,0,"BZ"
"10302 _ 1 _ 2023",10302,"UU",2023,"2","3",0,0,"JB"
"10302 _ 1 _ 2023",10302,"UU",2023,"3","1",0,0,"JB"
"10302 _ 1 _ 2023",10302,"UU",2023,"3","2",0,0,"JW"
"10302 _ 1 _ 2023",10302,"UU",2023,"3","3",0,0,"BZ"
"10302 _ 1 _ 2023",10302,"UU",2023,"4","1",0,0,"JB"
"10302 _ 1 _ 2023",10302,"UU",2023,"4","2",0,0,"JW"
"10302 _ 1 _ 2023",10302,"UU",2023,"4","3",0,0,"BZ"
"10302 _ 1 _ 2023",10302,"UU",2023,"5","1",0,0,"JB"
"10302 _ 1 _ 2023",10302,"UU",2023,"5","2",0,0,"JW"
"10302 _ 1 _ 2023",10302,"UU",2023,"5","3",0,0,"BZ"
"10302 _ 1 _ 2023",10302,"UU",2023,"6","1",0,0,"BZ"
"10302 _ 1 _ 2023",10302,"UU",2023,"6","2",1,1,"JB"
"10302 _ 1 _ 2023",10302,"UU",2023,"6","3",0,0,"JW"
"10302 _ 1 _ 2023",10302,"UU",2023,"7","1",1,1,"BZ"
"10302 _ 1 _ 2023",10302,"UU",2023,"7","2",0,0,"JB"
"10302 _ 1 _ 2023",10302,"UU",2023,"7","3",1,1,"JW"
"10302 _ 1 _ 2024",10302,"UU",2024,"1","1",0,0,"JW"
"10302 _ 1 _ 2024",10302,"UU",2024,"1","2",0,0,"RMM"
"10302 _ 1 _ 2024",10302,"UU",2024,"1","3",0,0,"SLG"
"10302 _ 1 _ 2024",10302,"UU",2024,"2","1",0,0,"SLG"
"10302 _ 1 _ 2024",10302,"UU",2024,"2","2",0,0,"JW"
"10302 _ 1 _ 2024",10302,"UU",2024,"2","3",0,0,"RMM"
"10302 _ 1 _ 2024",10302,"UU",2024,"3","1",0,0,"JW"
"10302 _ 1 _ 2024",10302,"UU",2024,"3","2",0,0,"RMM"
"10302 _ 1 _ 2024",10302,"UU",2024,"3","3",0,0,"SLG"
"10302 _ 1 _ 2024",10302,"UU",2024,"4","1",0,0,"JW"
"10302 _ 1 _ 2024",10302,"UU",2024,"4","2",0,0,"SLG"
"10302 _ 1 _ 2024",10302,"UU",2024,"4","3",0,0,"RMM"
"10302 _ 1 _ 2024",10302,"UU",2024,"5","1",0,0,"JW"
"10302 _ 1 _ 2024",10302,"UU",2024,"5","2",0,0,"RMM"
"10302 _ 1 _ 2024",10302,"UU",2024,"5","3",0,0,"SLG"
"10302 _ 1 _ 2024",10302,"UU",2024,"6","1",0,0,"RMM"
"10302 _ 1 _ 2024",10302,"UU",2024,"6","2",1,1,"JW"
"10302 _ 1 _ 2024",10302,"UU",2024,"6","3",0,0,"SLG"
"10302 _ 1 _ 2024",10302,"UU",2024,"7","1",0,0,"RMM"
"10302 _ 1 _ 2024",10302,"UU",2024,"7","2",0,0,"JW"
"10302 _ 1 _ 2024",10302,"UU",2024,"7","3",0,0,"SLG"
"10399 _ 1 _ 2023",10399,"HU",2023,"1","1",0,0,"JW"
"10399 _ 1 _ 2023",10399,"HU",2023,"1","2",0,0,"BZ"
"10399 _ 1 _ 2023",10399,"HU",2023,"1","3",0,0,"JB"
"10399 _ 1 _ 2023",10399,"HU",2023,"2","1",0,0,"JW"
"10399 _ 1 _ 2023",10399,"HU",2023,"2","2",0,0,"BZ"
"10399 _ 1 _ 2023",10399,"HU",2023,"2","3",0,0,"JB"
"10399 _ 1 _ 2023",10399,"HU",2023,"3","1",0,0,"JB"
"10399 _ 1 _ 2023",10399,"HU",2023,"3","2",0,0,"JW"
"10399 _ 1 _ 2023",10399,"HU",2023,"3","3",0,0,"BZ"
"10399 _ 1 _ 2023",10399,"HU",2023,"4","1",0,0,"JB"
"10399 _ 1 _ 2023",10399,"HU",2023,"4","2",0,0,"JW"
"10399 _ 1 _ 2023",10399,"HU",2023,"4","3",0,0,"BZ"
"10399 _ 1 _ 2023",10399,"HU",2023,"5","1",0,0,"BZ"
"10399 _ 1 _ 2023",10399,"HU",2023,"5","2",0,0,"JB"
"10399 _ 1 _ 2023",10399,"HU",2023,"5","3",0,0,"JW"
"10399 _ 1 _ 2023",10399,"HU",2023,"6","1",0,0,"BZ"
"10399 _ 1 _ 2023",10399,"HU",2023,"6","2",0,0,"JB"
"10399 _ 1 _ 2023",10399,"HU",2023,"6","3",0,0,"JW"
"10399 _ 1 _ 2023",10399,"HU",2023,"7","1",0,0,"BZ"
"10399 _ 1 _ 2023",10399,"HU",2023,"7","2",0,0,"JB"
"10399 _ 1 _ 2023",10399,"HU",2023,"7","3",0,0,"JW"
"10399 _ 1 _ 2024",10399,"HU",2024,"1","1",0,0,"JW"
"10399 _ 1 _ 2024",10399,"HU",2024,"1","2",0,0,"RMM"
"10399 _ 1 _ 2024",10399,"HU",2024,"1","3",0,0,"SLG"
"10399 _ 1 _ 2024",10399,"HU",2024,"2","1",0,0,"JW"
"10399 _ 1 _ 2024",10399,"HU",2024,"2","2",0,0,"RMM"
"10399 _ 1 _ 2024",10399,"HU",2024,"2","3",0,0,"SLG"
"10399 _ 1 _ 2024",10399,"HU",2024,"3","1",0,0,"JW"
"10399 _ 1 _ 2024",10399,"HU",2024,"3","2",0,0,"RMM"
"10399 _ 1 _ 2024",10399,"HU",2024,"3","3",0,0,"SLG"
"10399 _ 1 _ 2024",10399,"HU",2024,"4","1",0,0,"JW"
"10399 _ 1 _ 2024",10399,"HU",2024,"4","2",0,0,"RMM"
"10399 _ 1 _ 2024",10399,"HU",2024,"4","3",0,0,"SLG"
"10399 _ 1 _ 2024",10399,"HU",2024,"5","1",0,0,"JW"
"10399 _ 1 _ 2024",10399,"HU",2024,"5","2",0,0,"RMM"
"10399 _ 1 _ 2024",10399,"HU",2024,"5","3",0,0,"SLG"
"10399 _ 1 _ 2024",10399,"HU",2024,"6","1",0,0,"RMM"
"10399 _ 1 _ 2024",10399,"HU",2024,"6","2",0,0,"JW"
"10399 _ 1 _ 2024",10399,"HU",2024,"6","3",0,0,"SLG"
"10399 _ 1 _ 2024",10399,"HU",2024,"7","1",0,0,"RMM"
"10399 _ 1 _ 2024",10399,"HU",2024,"7","2",0,0,"JW"
"10399 _ 1 _ 2024",10399,"HU",2024,"7","3",0,0,"SLG"
"10403 _ 1 _ 2023",10403,"BS",2023,"1","1",0,0,"JB"
"10403 _ 1 _ 2023",10403,"BS",2023,"1","2",0,0,"BZ"
"10403 _ 1 _ 2023",10403,"BS",2023,"1","3",0,0,"JW"
"10403 _ 1 _ 2023",10403,"BS",2023,"2","1",0,0,"JB"
"10403 _ 1 _ 2023",10403,"BS",2023,"2","2",0,0,"BZ"
"10403 _ 1 _ 2023",10403,"BS",2023,"2","3",0,0,"JW"
"10403 _ 1 _ 2023",10403,"BS",2023,"3","1",0,0,"JB"
"10403 _ 1 _ 2023",10403,"BS",2023,"3","2",0,0,"BZ"
"10403 _ 1 _ 2023",10403,"BS",2023,"3","3",0,0,"JW"
"10403 _ 1 _ 2023",10403,"BS",2023,"4","1",0,0,"JB"
"10403 _ 1 _ 2023",10403,"BS",2023,"4","2",0,0,"JW"
"10403 _ 1 _ 2023",10403,"BS",2023,"4","3",0,0,"BZ"
"10403 _ 1 _ 2023",10403,"BS",2023,"5","1",0,0,"JB"
"10403 _ 1 _ 2023",10403,"BS",2023,"5","2",0,0,"JW"
"10403 _ 1 _ 2023",10403,"BS",2023,"5","3",0,0,"BZ"
"10403 _ 1 _ 2023",10403,"BS",2023,"6","1",0,0,"JB"
"10403 _ 1 _ 2023",10403,"BS",2023,"6","2",0,0,"BZ"
"10403 _ 1 _ 2023",10403,"BS",2023,"6","3",0,0,"JW"
"10403 _ 1 _ 2023",10403,"BS",2023,"7","1",0,0,"JW"
"10403 _ 1 _ 2023",10403,"BS",2023,"7","2",0,0,"JB"
"10403 _ 1 _ 2023",10403,"BS",2023,"7","3",0,0,"BZ"
"10403 _ 1 _ 2024",10403,"BS",2024,"1","1",0,0,"JW"
"10403 _ 1 _ 2024",10403,"BS",2024,"1","2",0,0,"RMM"
"10403 _ 1 _ 2024",10403,"BS",2024,"1","3",0,0,"SLG"
"10403 _ 1 _ 2024",10403,"BS",2024,"2","1",0,0,"JW"
"10403 _ 1 _ 2024",10403,"BS",2024,"2","2",0,0,"RMM"
"10403 _ 1 _ 2024",10403,"BS",2024,"2","3",0,0,"SLG"
"10403 _ 1 _ 2024",10403,"BS",2024,"3","1",0,0,"JW"
"10403 _ 1 _ 2024",10403,"BS",2024,"3","2",0,0,"RMM"
"10403 _ 1 _ 2024",10403,"BS",2024,"3","3",0,0,"SLG"
"10403 _ 1 _ 2024",10403,"BS",2024,"4","1",0,0,"JW"
"10403 _ 1 _ 2024",10403,"BS",2024,"4","2",0,0,"RMM"
"10403 _ 1 _ 2024",10403,"BS",2024,"4","3",0,0,"SLG"
"10403 _ 1 _ 2024",10403,"BS",2024,"5","1",0,0,"JW"
"10403 _ 1 _ 2024",10403,"BS",2024,"5","2",0,0,"RMM"
"10403 _ 1 _ 2024",10403,"BS",2024,"5","3",0,0,"SLG"
"10403 _ 1 _ 2024",10403,"BS",2024,"6","1",0,0,"JW"
"10403 _ 1 _ 2024",10403,"BS",2024,"6","2",0,0,"RMM"
"10403 _ 1 _ 2024",10403,"BS",2024,"6","3",0,0,"SLG"
"10403 _ 1 _ 2024",10403,"BS",2024,"7","1",0,0,"JW"
"10403 _ 1 _ 2024",10403,"BS",2024,"7","2",0,0,"RMM"
"10403 _ 1 _ 2024",10403,"BS",2024,"7","3",0,0,"SLG"
"10422 _ 1 _ 2023",10422,"BS",2023,"1","1",0,0,"JB"
"10422 _ 1 _ 2023",10422,"BS",2023,"1","2",0,0,"JW"
"10422 _ 1 _ 2023",10422,"BS",2023,"1","3",0,0,"BZ"
"10422 _ 1 _ 2023",10422,"BS",2023,"2","1",0,0,"JB"
"10422 _ 1 _ 2023",10422,"BS",2023,"2","2",0,0,"JW"
"10422 _ 1 _ 2023",10422,"BS",2023,"2","3",0,0,"BZ"
"10422 _ 1 _ 2023",10422,"BS",2023,"3","1",0,0,"JW"
"10422 _ 1 _ 2023",10422,"BS",2023,"3","2",0,0,"BZ"
"10422 _ 1 _ 2023",10422,"BS",2023,"3","3",0,0,"JB"
"10422 _ 1 _ 2023",10422,"BS",2023,"4","1",0,0,"JW"
"10422 _ 1 _ 2023",10422,"BS",2023,"4","2",0,0,"BZ"
"10422 _ 1 _ 2023",10422,"BS",2023,"4","3",0,0,"JB"
"10422 _ 1 _ 2023",10422,"BS",2023,"5","1",0,0,"JW"
"10422 _ 1 _ 2023",10422,"BS",2023,"5","2",0,0,"BZ"
"10422 _ 1 _ 2023",10422,"BS",2023,"5","3",0,0,"JB"
"10422 _ 1 _ 2023",10422,"BS",2023,"6","1",0,0,"BZ"
"10422 _ 1 _ 2023",10422,"BS",2023,"6","2",0,0,"JB"
"10422 _ 1 _ 2023",10422,"BS",2023,"6","3",0,0,"JW"
"10422 _ 1 _ 2023",10422,"BS",2023,"7","1",0,0,"BZ"
"10422 _ 1 _ 2023",10422,"BS",2023,"7","2",0,0,"JB"
"10422 _ 1 _ 2023",10422,"BS",2023,"7","3",0,0,"JW"
"10422 _ 1 _ 2024",10422,"BS",2024,"1","1",0,0,"JW"
"10422 _ 1 _ 2024",10422,"BS",2024,"1","2",0,0,"RMM"
"10422 _ 1 _ 2024",10422,"BS",2024,"1","3",0,0,"SLG"
"10422 _ 1 _ 2024",10422,"BS",2024,"2","1",0,0,"JW"
"10422 _ 1 _ 2024",10422,"BS",2024,"2","2",0,0,"RMM"
"10422 _ 1 _ 2024",10422,"BS",2024,"2","3",0,0,"SLG"
"10422 _ 1 _ 2024",10422,"BS",2024,"3","1",0,0,"JW"
"10422 _ 1 _ 2024",10422,"BS",2024,"3","2",0,0,"RMM"
"10422 _ 1 _ 2024",10422,"BS",2024,"3","3",0,0,"SLG"
"10422 _ 1 _ 2024",10422,"BS",2024,"4","1",0,0,"SLG"
"10422 _ 1 _ 2024",10422,"BS",2024,"4","2",0,0,"JW"
"10422 _ 1 _ 2024",10422,"BS",2024,"4","3",0,0,"RMM"
"10422 _ 1 _ 2024",10422,"BS",2024,"5","1",0,0,"JW"
"10422 _ 1 _ 2024",10422,"BS",2024,"5","2",0,0,"RMM"
"10422 _ 1 _ 2024",10422,"BS",2024,"5","3",0,0,"SLG"
"10422 _ 1 _ 2024",10422,"BS",2024,"6","1",0,0,"JW"
"10422 _ 1 _ 2024",10422,"BS",2024,"6","2",0,0,"RMM"
